"ID","Date","State","Ride or Device","Device type","Manufacturer","Category","Age","Accident Description","Injury"
"917453","10-Apr-2008","CA","giant gondola wheel","Ferris/gondola wheel","Intamin AG","Illness or neurological symptoms","45","Guest felt nauseous after riding","nausea"
"917794","10-Apr-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","47","Guest felt ill after riding",""
"918391","09-Apr-2008","CA","airplanes","Plane/jet/helicopter","Zierer","Injured in queue or exit","4","Child was exiting ride envelope and pushed the exit gate open. The gate swung back and struck...","cut to forehead"
"917824","09-Apr-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Load/Unload: scrape or stumble","59","Guest was disembarking from a stationary rocket at the accessible transfer table when she...",""
"919063","07-Apr-2008","CA","airplanes","Plane/jet/helicopter","Zierer","Load/Unload: scrape or stumble","60","Guest claims she was stepping out of blue plane #6 after ride was completed.  Foot slipped and...","Treated by orthopedic surgeon in home town after returning from trip."
"917592","07-Apr-2008","CA","monorail","Monorail","","Patron hit something within ride vehicle","30","Patron was struck on the head by a ride vehicle window when it came down from the closed...",""
"917313","05-Apr-2008","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Illness or neurological symptoms","35","Guest stated she felt nauseous and dizzy with right side face numbness after riding. History of...","nausea"
"917311","03-Apr-2008","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Illness or neurological symptoms","41","Guest stated she felt her throat tightening before and after riding. History of similar allergic...","allergic reaction"
"918894","02-Apr-2008","CA","steel sitdown coaster","Coaster - miscellaneous","Premier Rides, Inc.","Illness or neurological symptoms","77","Vehicle 9, row 3, seat 2. Guest complained of feeling ill upon completion of ride. Based on an...","ill"
"917307","31-Mar-2008","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","11","Guest stated she had neck pain after riding.","neck pain"
"917752","31-Mar-2008","CA","boat ride","Boat ride","","Illness or neurological symptoms","55","Guest felt light headed and dizzy after riding attraction. History of high blood pressure.",""
"917884","31-Mar-2008","CA","flume ride","Flume ride","","Illness or neurological symptoms","74","Guest experienced numbness and pain in both arms and both legs after riding attraction. History...",""
"918895","31-Mar-2008","CA","steel sitdown coaster","Coaster - miscellaneous","Premier Rides, Inc.","Illness or neurological symptoms","54","Vehicle 9, row 2, seat 1. Guest reported feeling dizzy while in pre-show. Transported to...","dizziness"
"917388","29-Mar-2008","CA","swing ride","Swing ride","Morgan","Injured in queue or exit","35","Guest inured right thumb when the load gate opened as he was leaning on it.","injured right thumb"
"917304","26-Mar-2008","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","10","Guest stated her neck hurt after riding.","neck pain"
"917473","23-Mar-2008","CA","drop tower","Drop tower","","Illness or neurological symptoms","18","Guest felt numbness in her left arm after she was frightened from riding the attraction.",""
"918698","22-Mar-2008","CA","water coaster ride","Flume ride","Mack Rides","Body pain (normal motion)","19","Guest reported pain in back after riding ***.","back pain"
"918111","20-Mar-2008","CA","shoot the chute","Shoot the chute","Intamin AG","Patron hit something within ride vehicle","18","Guest complained of chest pain from restraint.","chest pain"
"919137","19-Mar-2008","CA","wave pool","Wave pool","Wave Tek","Hyperextension or dislocation","44","Guest dislocated left shoulder after hitting bottom of wavepool.  Stated history of dislocated...","Dislocated shoulder.  Treated at local hospital."
"917301","17-Mar-2008","CA","looping coaster","Coaster - miscellaneous","Intamin AG","Illness or neurological symptoms","50","Guest was dizzy after riding with weakness in left hand and leg. She is taking high blood...",""
"917819","16-Mar-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","56","Guest had dizziness and nausea after riding, rested for 30 minutes and had chest pain. History...",""
"918760","14-Mar-2008","CA","looping coaster","Coaster - miscellaneous","Schwarzkopf  Rides","Restraint too tight","22","Guest contacted a security officer on the midway and asked to be taken to first aid. She stated...","chest and back pain, painful breathing"
"917578","13-Mar-2008","CA","Mine Train","Coaster - mine train","Arrow Dynamics","Body pain (normal motion)","40","Patron experienced back pain after riding. Normal ride operation.",""
"917958","12-Mar-2008","CA","dark ride","Track ride","","Illness or neurological symptoms","28","Guest had difficulty breathing 25 minutes after riding. History of asthma and forgot her inhaler...","asthma"
"917969","11-Mar-2008","CA","Sky Venture","Skydiving ride","SkyVenture","Hyperextension or dislocation","32","No accident, shoulder dislocated during flight.","dislocated shoulder"
"917816","11-Mar-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","52","Guest felt dizzy and nauseous after riding two times.",""
"919103","08-Mar-2008","CA","boat ride","Boat ride","Arrow Dynamics","Load/Unload: scrape or stumble","43","Guest stated she slipped and fell in a puddle of water after exiting out of the attraction,...","Lower back injury.  Treated by private physician"
"917585","07-Mar-2008","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","58","Patron injured her left knee when exiting ride vehicle. Normal ride operation.",""
"917795","02-Mar-2008","CA","dark ride","Track ride","","Illness or neurological symptoms","82","Guest was not feeling well prior to or after riding. Guest has low blood pressure.",""
"918437","29-Feb-2008","CA","Frog Hopper","Drop tower","S & S Power Inc","Abrupt stop/drop/lurch","7","Guest was riding the Frog Hopper when it descended unexpectedly and landed hard. Guest bumped...","headache"
"917814","29-Feb-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Illness or neurological symptoms","45","Guest felt chest pain while riding attraction yesterday and had since been ill with chest pain...",""
"917624","27-Feb-2008","CA","submarine ride","Boat ride","","Illness or neurological symptoms","62","Guest used a new inhaled asthma medication several times and then while on submarine her nose...",""
"918139","22-Feb-2008","CA","inverted coaster","Coaster - inverted","Bolliger & Mabillard","Load/Unload: scrape or stumble","17","Guest exited the seat, bent over and lifted head, bumping eyebrow on seat in front of him.",""
"917623","20-Feb-2008","CA","submarine ride","Boat ride","","Load/Unload: scrape or stumble","48","Guest slipped and fell when boarding the Nautilus, on the boarding ramp at front dock/rear hatch...",""
"917796","18-Feb-2008","CA","dark ride","Track ride","","Extremity hit something outside carrier","30","Guest injured his hand when he put it outside of the ride vehicle",""
"918870","18-Feb-2008","CA","boat ride","Boat ride","Vekoma","Illness or neurological symptoms","50","Boat 15, row 4, seat 3. At approximately 4:15 PM guest advised an employee that she required...","difficulty breathing"
"917802","17-Feb-2008","CA","dark ride","Track ride","","Load/Unload: scrape or stumble","57","Guest injured her left knee when boarding ride vehicle.",""
"917616","16-Feb-2008","CA","train","Train","","Load/Unload: scrape or stumble","56","Guest was climbing the steps on the stopped train when she caught her toe and fell, injuring her...",""
"917798","10-Feb-2008","CA","boat ride","Boat ride","Arrow Dynamics","Vehicle moved during load/unload","37","Guest stated the boat moved forward at unload as he was holding on to the hand rail, injuring...",""
"917438","08-Feb-2008","CA","Wave Swinger","Swing ride","Zierer","Illness or neurological symptoms","11","Guest was having difficulty breathing and not feeling well after riding attraction. Pre-existing...",""
"917577","04-Feb-2008","CA","Mine Train","Coaster - mine train","Arrow Dynamics","Body pain (normal motion)","16","Patron experienced neck pain after riding the attraction. Normal ride operation.",""
"917970","04-Feb-2008","CA","Sky Venture","Skydiving ride","SkyVenture","Hyperextension or dislocation","40","No accident, left shoulder separated while in flight.","dislocated shoulder"
"918198","01-Feb-2008","CA","Accelerator Coaster","Coaster - miscellaneous","Intamin AG","Body pain (normal motion)","14","Guest complains of chest pain, history of miscarriage two weeks ago.","chest pain"
"918162","01-Feb-2008","CA","flume ride","Flume ride","Arrow Dynamics","Body pain (normal motion)","20","Guest complained of right knee pain.","right knee pain"
"917437","29-Jan-2008","CA","wild mouse","Coaster - wild mouse","Mack Rides","Body pain (normal motion)","41","Guest felt neck pain after disembarking from ***.","neck pain"
"917384","29-Jan-2008","CA","tea cups","Spinning cups/tubs","","Load/Unload: scrape or stumble","3","Guest fell when boarding a stationary ride vehicle, hitting her forehead on the entrance step....",""
"917797","27-Jan-2008","CA","boat ride","Boat ride","Arrow Dynamics","Illness or neurological symptoms","68","Guest complained of redness in right eye. History of hypertension and diabetes.",""
"918390","24-Jan-2008","CA","boat ride","Boat ride","Intamin AG","Seizure or LOC","13","Guest was riding attraction with his mother when he went into a seizure. He was brought back...","seizure"
"917971","22-Jan-2008","CA","Sky Venture","Skydiving ride","SkyVenture","Hyperextension or dislocation","37","No accident, shoulder separated while exiting.","dislocated shoulder"
"917809","22-Jan-2008","CA","steel sitdown coaster","Coaster - miscellaneous","","Seizure or LOC","21","Guest experienced a seizure at the conclusion of the ride, has epilepsy.","seizure"
"917386","19-Jan-2008","CA","swing ride","Swing ride","Morgan","Load/Unload: scrape or stumble","70","Guest injured her left foot when it caught on the rocket as she was exiting.",""
